IU	LCO	10 HHZ -29.0110 -70.7005 2274.0 100.00 1.983070e+09    DU/M/S COMMENT
IU	LCO	20 HN1 -29.0110 -70.7005 2274.0 100.00 4.279860e+05    DU/M/S**2 COMMENT
IU	LCO	20 HN2 -29.0110 -70.7005 2274.0 100.00 4.279860e+05    DU/M/S**2 COMMENT
IU	LCO	20 HNZ -29.0110 -70.7005 2274.0 100.00 4.279860e+05    DU/M/S**2 COMMENT
IU	LCO	60 BH1 -29.0110 -70.7005 2274.0  40.00 1.004120e+09    DU/M/S COMMENT
IU	LCO	60 BH2 -29.0110 -70.7005 2274.0  40.00 1.001180e+09    DU/M/S COMMENT
IU	LCO	60 BHZ -29.0110 -70.7005 2274.0  40.00 1.015860e+09    DU/M/S COMMENT
IU	LVC	20 HN1 -22.6127 -68.9111 2930.0 100.00 4.279860e+05    DU/M/S**2 COMMENT
IU	LVC	20 HN2 -22.6127 -68.9111 2930.0 100.00 4.279860e+05    DU/M/S**2 COMMENT
IU	LVC	20 HNZ -22.6127 -68.9111 2930.0 100.00 4.279860e+05    DU/M/S**2 COMMENT
IU	LVC	10 BH1 -22.6127 -68.9111 2930.0  40.00 2.546780e+09    DU/M/S COMMENT
IU	LVC	10 BH2 -22.6127 -68.9111 2930.0  40.00 2.538390e+09    DU/M/S COMMENT
IU	LVC	10 BHZ -22.6127 -68.9111 2930.0  40.00 2.506510e+09    DU/M/S COMMENT
IU	LVC	10 HH1 -22.6127 -68.9111 2930.0 100.00 2.546780e+09    DU/M/S COMMENT
IU	LVC	10 HH2 -22.6127 -68.9111 2930.0 100.00 2.538390e+09    DU/M/S COMMENT
IU	LVC	10 HHZ -22.6127 -68.9111 2930.0 100.00 2.506510e+09    DU/M/S COMMENT
IU	LVC	00 BH1 -22.6127 -68.9111 2930.0  20.00 3.498050e+09    DU/M/S COMMENT
IU	LVC	00 BHZ -22.6127 -68.9111 2930.0  20.00 4.343620e+09    DU/M/S COMMENT
IU	LVC	00 BH2 -22.6127 -68.9111 2930.0  20.00 3.489660e+09    DU/M/S COMMENT
IU	PMSA	00 BH1 -64.7744 -64.0489   40.0  20.00 3.477910e+09    DU/M/S COMMENT
IU	PMSA	00 BH2 -64.7744 -64.0489   40.0  20.00 4.808350e+09    DU/M/S COMMENT
IU	PMSA	00 BHZ -64.7744 -64.0489   40.0  20.00 4.167460e+09    DU/M/S COMMENT
IU	PMSA	20 HN1 -64.7744 -64.0489   40.0 100.00 4.253020e+05    DU/M/S**2 COMMENT
IU	PMSA	20 HN2 -64.7744 -64.0489   40.0 100.00 4.254280e+05    DU/M/S**2 COMMENT
